"county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","white","black","turnout","pdensity"
"Polk","TN",NA,NA,32,13643,2.20000005,8.39999962,6,1390,5.80000019,23934,3.9000001,56,34.4000015,99.4722595,0,33.7902222,1.51851393987789
"Putnam","TN",NA,NA,133,51373,11.5,7.4000001,5.5999999,2245,16.7999992,27015,2.5,50.5,37.2000008,97.0899124,1.69933617,41.8157387,2.12710479836481
"Rhea","TN",NA,NA,80,24344,4.30000019,8.10000038,6.19999981,3741,8.5,23789,1.20000005,41.4000015,47,96.8246765,2.38662505,42.5073929,1.90848501887865
"Roane","TN",NA,NA,133,47227,-0.699999988,9.30000019,5.69999981,2121,13.1999998,28262,1.5,46.7000008,41.5,96.224617,3.0829823,44.4639702,2.12710479836481
"Robertson","TN",5360,NA,92,41494,18.2000008,6.80000019,5.30000019,4013,9.60000038,32341,7,53.9000015,33.4000015,88.6923447,10.9774904,38.0271835,1.96848294855394
"Rutherford","TN",5360,NA,208,118570,53.0999985,5,3.4000001,5043,18.7000008,36035,1.89999998,44.7000008,40,89.17939,9.00565052,39.7571068,2.32014628611105
"Scott","TN",NA,NA,35,18358,-2.20000005,6.9000001,5.0999999,0,6.5999999,18637,0.699999988,42.5,46.9000015,99.4825134,0.0272360817,34.9602356,1.55630250076729
"Sequatchie","TN",NA,NA,35,8863,6.80000019,6.5,5.69999981,0,7.5999999,23228,2.29999995,49.2999992,38.7999992,99.8646088,0.0225657225,40.1557045,1.55630250076729
"Sevier","TN",3840,NA,92,51043,32,7.69999981,4.80000019,2936,10.8000002,26340,1.60000002,31.6000004,55.0999985,98.8617477,0.423172623,41.6629105,1.96848294855394
"Shelby","TN",4920,NA,1119,826330,8.69999981,6.0999999,4.30000019,7986,20.7999992,32671,0.100000001,52.2999992,41.9000015,55.0703697,43.5761757,44.305542,3.04921802267018
"Smith","TN",NA,NA,46,14143,-3.5,8.69999981,7.19999981,2130,6.0999999,27393,11.6999998,71.8000031,21,96.3444824,3.24542165,49.8055573,1.67209785793572
"Stewart","TN",NA,NA,22,9479,17.1000004,9.89999962,7.5,800,7.69999981,24497,7.5999999,64.3000031,24.2000008,98.048317,1.01276505,45.6060753,1.36172783601759
"Sullivan","TN",3660,NA,355,143596,1.89999998,8.80000019,5.5,4276,15.6000004,30167,1,36.7000008,50.5,97.5486755,1.7841723,39.6807709,2.55144999797288
"Sumner","TN",5360,NA,204,103281,25.7999992,6,4.19999981,3173,14.3999996,36212,2.5,46,41.2999992,93.989212,5.38530827,40.7935638,2.31175386105575
"Tipton","TN",4920,NA,85,37568,19.1000004,6.0999999,4.69999981,0,6.69999981,27389,3,41.2000008,49.2999992,75.6920776,23.5626068,36.5124588,1.93449845124357
"Trousdale","TN",NA,NA,52,5920,-3.0999999,9.39999962,7.4000001,2412,7,23514,12.6999998,69.3000031,21.2000008,85.1351318,14.4087839,45,1.72427586960079
"Unicoi","TN",3660,NA,90,16549,2.5999999,9.89999962,7.30000019,2142,9.5,26283,3.0999999,36.7999992,51.9000015,99.6314011,0.0181279834,38.9570351,1.95904139232109
"Union","TN",3840,NA,63,13694,20.1000004,6.19999981,4.80000019,654,4.5,22544,5.5999999,46.2999992,42.5,99.737114,0.0219074041,39.0974159,1.80617997398389
"Van Buren","TN",NA,NA,18,4846,3.4000001,7.19999981,5,1057,4.0999999,23242,4.5999999,63.9000015,26.7000008,99.525383,0.103177875,42.9219971,1.27875360095283
"Warren","TN",NA,NA,77,32992,2.5,8.19999981,6.30000019,3191,8.10000038,25900,5.4000001,58.2000008,30,95.5110321,3.42810369,37.4484711,1.89209460269048
"Washington","TN",3660,NA,291,92315,7,8,5.9000001,4726,18.8999996,29701,2.9000001,36.7999992,51.2999992,95.768837,3.54763579,38.4368744,2.46538285144842
"Wayne","TN",NA,NA,21,13935,9,8.5,6.30000019,680,5,21565,3.9000001,35.5,56.0999985,98.758522,0.983135998,37.7897377,1.34242268082221
"Weakley","TN",NA,NA,55,31972,-2.9000001,8.5,7.5999999,2178,10.3000002,26206,6.30000019,47.9000015,40.4000015,91.8553772,6.94983101,37.1231079,1.7481880270062
"White","TN",NA,NA,54,20090,4.69999981,9.19999981,6.9000001,1245,7.5999999,24147,5.9000001,58,29.8999996,97.8297653,1.88153315,35.2115479,1.74036268949424
"Williamson","TN",5360,NA,152,81021,52.5,4.80000019,3.4000001,4162,34.2000008,48332,1.79999995,32.5,54.7999992,92.4488678,6.66000175,49.6105957,2.1846914308176
"Wilson","TN",5360,NA,125,67675,26.8999996,5.80000019,4,3655,15.6000004,36861,3.5999999,46.4000015,40.2999992,92.4432983,6.80753613,44.1861839,2.10037054511756
"Anderson","TX",NA,NA,45,48024,24.8999996,6.69999981,6,4702,9.5,26730,2.5,36.7999992,38.7000008,69.452774,23.2029819,30.1224384,1.66275783168157
"Andrews","TX",NA,NA,10,14338,9.60000038,5.9000001,3.5999999,3613,9.80000019,29668,0.400000006,25.6000004,53.5999985,75.5614471,1.91100574,29.4880733,1.04139268515823
"Angelina","TX",NA,NA,90,69884,12.1999998,7.19999981,5.80000019,5250,13.1999998,27218,0.800000012,39.2999992,37,78.3469772,15.3554459,37.6066055,1.95904139232109
"Aransas","TX",NA,NA,76,17892,34.0999985,11.8999996,6.5999999,7984,14.5,24357,0.899999976,33.2000008,41.7000008,85.4124756,1.78291976,37.8381386,1.88649072517248
"Archer","TX",9080,NA,8,7973,6,8.10000038,5.9000001,725,12.3000002,29617,6.0999999,32.4000015,39.2999992,97.692215,0.137965634,49.7554245,0.954242509439325
"Armstrong","TX",NA,NA,2,2021,-3.20000005,11,10.6999998,678,14.1000004,28011,10,27,54.5999985,97.7733765,0,50.8659096,0.477121254719662
"Atascosa","TX",NA,NA,26,30533,25.6000004,6.69999981,5.0999999,2113,8.39999962,22549,4.30000019,39,39.4000015,81.9408493,0.468345731,31.6313496,1.43136376415899
"Austin","TX",NA,NA,32,19832,17,8.89999962,8.80000019,2701,13.8000002,30879,9.89999962,28.8999996,50.9000015,81.9080276,13.1504641,39.7841873,1.51851393987789
"Bailey","TX",NA,NA,8,7064,-17,7.5,6.19999981,3965,7.4000001,22229,8.60000038,28.6000004,55.2999992,92.5396347,1.75537944,33.4796143,0.954242509439325
"Bandera","TX",NA,NA,14,10562,56.7000008,10.8999996,6.69999981,3013,16.8999996,29494,6.19999981,19.8999996,50.2000008,94.9346695,0.217761785,50.3881836,1.17609125905568
"Bastrop","TX",640,NA,44,38263,59.9000015,6.80000019,5.5,3769,13.3000002,28852,5.5,43.2000008,34.4000015,77.3776245,11.7920704,37.8276672,1.65321251377534
"Baylor","TX",NA,NA,5,4385,-14.8999996,12.6999998,13.3000002,1184,10.3000002,25747,6.4000001,46.4000015,28.7000008,90.3534775,4.10490322,48.6202965,0.778151250383644
"Bee","TX",NA,NA,28,25135,-5.0999999,6.4000001,5,4359,12.6999998,22962,2.70000005,44.7999992,39.9000015,77.3542862,2.89238119,36.2363243,1.46239799789896
"Bell","TX",3810,NA,180,191088,20.7999992,5.0999999,3.70000005,5567,17.2000008,26831,1.20000005,33.9000015,45.2999992,71.2059402,18.8892021,28.8228455,2.25767857486918
"Bexar","TX",7240,NA,989,1185394,24.7000008,6,3.9000001,10994,19.7000008,29717,0.200000003,41.5,40.7000008,74.1302872,7.14277267,35.0327415,2.99563519459755
"Blanco","TX",NA,NA,9,5972,42.5999985,11.8000002,8.39999962,2296,13,27177,9.30000019,28.7000008,44.0999985,93.737442,0.937709332,52.0596123,1
"Borden","TX",NA,NA,1,799,-15.6999998,9,5.0999999,858,17.2999992,31406,30.3999996,28,48.7000008,96.2453079,0.250312895,47.3091354,0.301029995663981
"Bosque","TX",NA,NA,15,15125,13.3000002,12.5,12.1000004,2285,10.8000002,25774,6,33.5,35.4000015,93.7057877,2.10909081,42.9024811,1.20411998265592
"Bowie","TX",8360,NA,93,81665,9.30000019,8.19999981,6.19999981,5932,14.3000002,29801,1.29999995,38.9000015,38.7999992,76.9950409,21.7939148,37.1823921,1.9731278535997
"Brazoria","TX",3362,1145,147,191707,20.2000008,4.80000019,3,4439,15.1000004,39344,0.699999988,30.6000004,42.5,80.7873459,8.33615875,37.2792854,2.17026171539496
"Brazos","TX",1260,NA,214,121862,33.7000008,3.70000005,3,6591,35.7999992,31056,0.699999988,30,48.5,77.8470764,11.2192478,40.4884224,2.33243845991561
"Brewster","TX",NA,NA,1,8681,14.1999998,8.39999962,5.5999999,4196,28,22247,1.29999995,42.5999985,34.7000008,95.6111069,0.979149878,37.4035263,0.301029995663981
"Briscoe","TX",NA,NA,2,1971,-27.3999996,11.6000004,9.10000038,1242,11.6000004,22937,8.69999981,44.9000015,37.5999985,79.0969086,3.45002532,48.5540352,0.477121254719662
"Brooks","TX",NA,NA,9,8204,-2.9000001,7.5,5.69999981,1898,6.5999999,16842,1.20000005,75.9000015,15.5,82.2525635,0.0365675278,45.8922462,1
"Brown","TX",NA,NA,36,34371,3.4000001,9.30000019,8.39999962,4869,13.6999998,24519,2.70000005,33.7999992,42.0999985,88.0597,4.51543474,36.7460938,1.56820172406699
"Burleson","TX",NA,NA,21,13625,13.1000004,9.69999981,7.69999981,3795,9.5,24147,10.8000002,44,35.2000008,74.6642227,17.8348618,41.915596,1.34242268082221
"Burnet","TX",NA,NA,23,22677,29.6000004,12.6000004,9.89999962,3571,14,25276,4.9000001,33.7000008,39.5,91.6920242,1.18622398,47.6562157,1.38021124171161
"Caldwell","TX",640,NA,49,26392,13.5,7.0999999,6.5,4534,10.8999996,22645,3.70000005,45.5,32.9000015,71.6846008,10.7040014,31.6156406,1.69897000433602
"Calhoun","TX",NA,NA,39,19053,2.70000005,7,4,3536,10.1000004,28418,2.20000005,37.5999985,38.9000015,77.7777786,2.9181757,35.5797005,1.60205999132796
"Callahan","TX",NA,NA,13,11859,7.80000019,9,8.19999981,776,9.80000019,25479,4.30000019,32.0999985,40.4000015,96.8209763,0.0168648288,44.5653076,1.14612803567824
"Cameron","TX",1240,NA,308,260120,32.9000015,6.4000001,4.19999981,7092,12,18731,0.699999988,49.7999992,34.0999985,82.432724,0.317161322,22.7037525,2.48995847942483
"Camp","TX",NA,NA,51,9904,9.30000019,10,7.80000019,4222,10,25281,3.79999995,48.7000008,30.6000004,71.9911118,23.8287563,40.1857834,1.7160033436348
"Carson","TX",NA,NA,7,6576,-2.79999995,9,6.4000001,1712,13.8999996,30485,4.4000001,27,53.9000015,96.0310211,0.167274937,46.4872246,0.903089986991944
"Cass","TX",NA,NA,32,29982,1.89999998,9.19999981,7.9000001,2201,9,24421,2.5999999,47,34.2999992,78.8839951,20.2021217,38.8899994,1.51851393987789
"Castro","TX",NA,NA,10,9070,-17.1000004,5.80000019,4.19999981,2839,10.5,19636,6.30000019,38.2000008,44.9000015,60.9261284,2.87761855,32.0837936,1.04139268515823
"Chambers","TX",3362,3360,34,20088,10.8000002,6.0999999,3.4000001,3427,11.5,36789,0.899999976,33.9000015,40.5999985,83.2586594,12.6941462,41.6467552,1.54406804435028
"Cherokee","TX",NA,NA,38,41049,5.80000019,9.19999981,8.30000019,4170,10.1999998,24744,3.0999999,35.4000015,41.4000015,78.050621,16.8846989,34.4417648,1.5910646070265
"Childress","TX",NA,NA,9,5953,-11.3999996,10.1000004,12.5,3274,10.5,21972,3.9000001,37.7000008,44.2000008,83.47052,5.39223909,39.2743149,1
"Clay","TX",NA,NA,9,10024,0.5,9.10000038,7.9000001,1983,11.1000004,27901,7.5,39.0999985,32.2999992,97.276535,0.329209894,48.9824409,1
"Cochran","TX",NA,NA,5,4377,-13,6.9000001,5.5999999,3043,10.6000004,21860,9.5,31.1000004,51.2999992,68.4715576,5.34612751,33.3790283,0.778151250383644
"Coke","TX",NA,NA,4,3424,4.30000019,12.6000004,12.8999996,1001,11.6999998,23433,4.0999999,35.9000015,39.7000008,94.1004639,0.175233647,47.1378517,0.698970004336019
"Coleman","TX",NA,NA,7,9710,-9.89999962,12.3999996,13.3000002,1876,9.60000038,19728,4.9000001,38.2000008,35.2999992,92.6364594,2.53347063,42.61586,0.903089986991944
"Collin","TX",1922,1920,343,264036,101.199997,3.0999999,2.20000005,6536,39.0999985,52987,0.5,19,47,89.1128464,4.13769341,48.7937241,2.53655844257153
"Collingsworth","TX",NA,NA,4,3573,-25.2000008,11.5,12.1999998,1946,12,20670,7,39.7000008,43.5999985,83.3193359,6.43716764,44.7802963,0.698970004336019
"Colorado","TX",NA,NA,19,18383,-3.0999999,10.3000002,9.60000038,4288,10.6000004,25588,5.4000001,34.0999985,45.9000015,72.6323242,16.9613228,38.9599075,1.30102999566398
"Comal","TX",7240,NA,98,51832,51.4000015,9.5,6.5999999,5911,20.2999992,33448,0.899999976,25.2999992,50.7000008,90.3322296,0.854684353,48.1189232,1.99563519459755
"Comanche","TX",NA,NA,14,13381,4.5999999,11.5,12.1000004,1793,9.19999981,21329,11.5,43.7999992,31.7000008,91.8989639,0.119572528,39.2197876,1.17609125905568
"Concho","TX",NA,NA,3,3044,3.0999999,9.80000019,9.60000038,1995,10.3000002,20472,16.2000008,39.5999985,33.5,89.2904053,0.525624156,40.6044693,0.602059991327962
"Cooke","TX",NA,NA,35,30777,11.8999996,9,6.9000001,4632,11.8999996,29324,6.4000001,23.7000008,40.5,92.1954727,3.79829097,42.5122643,1.55630250076729
"Coryell","TX",3810,NA,61,64213,13.1999998,3.0999999,2.5,2676,11,25120,1.70000005,29,42.9000015,70.200737,21.1670532,22.2883224,1.79239168949825
"Cottle","TX",NA,NA,2,2247,-29.5,12.6999998,11.5,2833,10.6999998,21799,11.3999996,52.9000015,23.8999996,82.4655075,8.85625267,45.6163788,0.477121254719662
"Crane","TX",NA,NA,6,4652,0.699999988,6.0999999,3.79999995,2779,9.39999962,33393,0,27.8999996,49.7999992,66.5735168,2.79449701,39.6603622,0.845098040014257
"Crockett","TX",NA,NA,1,4078,-11.6000004,6.80000019,4.9000001,2593,15.1999998,23000,5.19999981,39.7000008,37.9000015,98.5286942,0.956351161,40.3384018,0.301029995663981
"Crosby","TX",NA,NA,8,7304,-19,8,7.9000001,536,10,20010,5,43.2999992,43.0999985,79.1894836,4.39485216,31.9687843,0.954242509439325
"Culberson","TX",NA,NA,1,3407,-2.4000001,5.80000019,2.9000001,862,12.1000004,18892,1.60000002,50.0999985,29.6000004,70.4432068,0.05870267,24.8605804,0.301029995663981
"Dallam","TX",NA,NA,4,5461,-14.8999996,7.69999981,6.80000019,2636,7.19999981,23442,8.39999962,25.7999992,54.7999992,84.2336578,2.05090642,30.818531,0.698970004336019
"Dallas","TX",1922,1920,2175,1852810,22.8999996,4.9000001,3.29999995,11322,26.2999992,36982,0,35,38.7000008,67.0038986,19.947916,35.6891441,3.33765889102614
"Dawson","TX",NA,NA,16,14349,-13.1000004,8.39999962,7.0999999,3944,9,21988,3.79999995,33.7999992,55.4000015,68.2207794,4.33479691,33.8351097,1.23044892137827
"Deaf Smith","TX",NA,NA,13,19153,-11.3000002,5.9000001,4.9000001,4545,11,23837,4.9000001,29.5,56.4000015,75.821022,1.60288203,29.0241737,1.14612803567824
"Delta","TX",NA,NA,17,4857,-3.4000001,11.5,12.1000004,1210,12.5,26614,9.60000038,42.9000015,29.7000008,90.3438339,8.31789207,41.486515,1.25527250510331
"Denton","TX",1922,1920,332,273525,105.900002,2.9000001,2.0999999,7293,32.2999992,44945,0.800000012,23.8999996,41.5999985,88.4679642,4.96078968,42.6198692,2.52244423350632
"De Witt","TX",NA,NA,20,18840,-3.5999999,10.5,10.6000004,1325,9.19999981,23149,7.0999999,31.6000004,48.0999985,76.1995773,11.2208071,35.7218666,1.32221929473392
"Dickens","TX",NA,NA,3,2571,-31.2999992,12.1999998,13.1000004,4457,11.1999998,19155,7.9000001,46.2000008,32.2000008,85.2975464,4.39517689,45.1186295,0.602059991327962
"Dimmit","TX",NA,NA,8,10433,-7.19999981,6.5999999,5,1924,7.80000019,13552,0.899999976,72.4000015,19.2999992,72.8361893,0.575098217,41.9821701,0.954242509439325
"Donley","TX",NA,NA,4,3696,-14.1999998,13.1000004,12.5,1828,11.1000004,22137,5.80000019,33.2999992,51.5,95.2922058,3.43614721,46.9426422,0.698970004336019
"Duval","TX",NA,NA,7,12918,1.60000002,7.4000001,5.69999981,2888,6.4000001,15773,4,79.5999985,13.8999996,78.8279953,0.0928936377,38.9766235,0.903089986991944
"Eastland","TX",NA,NA,19,18488,-8.30000019,11.8999996,11,3263,11,20225,4,37.5999985,38.9000015,94.515358,2.14733887,39.3823013,1.30102999566398
"Ector","TX",5800,NA,136,118934,6,5.80000019,3.5,12055,11.3999996,27282,0.200000003,30.8999996,50.2999992,76.7728348,4.67233944,30.330267,2.13672056715641
"Edwards","TX",NA,NA,1,2266,21.2999992,7.0999999,5.4000001,1815,13.8000002,16731,5.5999999,28.6000004,51.9000015,93.2921448,0,39.1438675,0.301029995663981
"Ellis","TX",1922,1920,94,85167,47.4000015,5.4000001,4.69999981,5399,13.3999996,34710,2.4000001,28.5,40.5,81.0748291,10.0097456,39.3286133,1.97772360528885
"El Paso","TX",2320,NA,620,591610,31,5.0999999,3,8937,15.1999998,24057,0.100000001,50.0999985,34.9000015,76.4882278,3.73725939,22.8466396,2.79309160017658
"Erath","TX",NA,NA,26,27991,26,7.5999999,8,3704,20.2999992,28135,8.39999962,33.9000015,36.7999992,94.3624725,0.696652472,37.2655487,1.43136376415899
"Falls","TX",NA,NA,23,17712,-2.5,9.60000038,10.1999998,6969,8.5,22071,8.10000038,47.7999992,31.6000004,64.3066864,27.1567307,32.5937233,1.38021124171161
"Fannin","TX",NA,NA,27,24804,-0.200000003,10.6000004,10.3999996,2566,11.1999998,26066,5.5,43.2999992,26.1000004,91.6061935,6.58361578,38.7639084,1.44715803134222
"Fayette","TX",NA,NA,21,20095,6.4000001,12,11.3999996,950,9.10000038,25033,13.6999998,33.0999985,42.9000015,86.2055206,8.39014721,43.9064445,1.34242268082221
"Fisher","TX",NA,NA,5,4842,-23.2000008,10.3000002,11.1999998,1355,11.5,23938,12.1999998,55.7999992,24.2000008,91.8009109,3.92399836,45.9520874,0.778151250383644
"Floyd","TX",NA,NA,9,8497,-14.1000004,8.5,7.9000001,2501,11.1999998,23319,7,31.5,55.7000008,64.9994125,3.76603508,35.4124985,1
"Foard","TX",NA,NA,2,1794,-22.7999992,11.5,13.8000002,928,11.1999998,22105,10.5,54.5999985,26,86.5105896,4.90523958,44.370121,0.477121254719662
"Fort Bend","TX",3362,3360,292,225421,95.3000031,3.0999999,1.79999995,4097,30.2000008,46163,0.600000024,34.0999985,46.5999985,62.6050797,20.6693249,39.0518188,2.46686762035411
"Franklin","TX",NA,NA,28,7802,15.8000002,10.1999998,8.5,1946,11.3000002,28340,7,40,31.7000008,91.502182,4.47321177,42.8351707,1.46239799789896
"Freestone","TX",NA,NA,18,15818,5.30000019,9.5,9.80000019,2625,9.19999981,28271,6.4000001,38.4000015,36.4000015,78.2779083,19.0479202,40.2389679,1.27875360095283
"Frio","TX",NA,NA,13,13472,10.1999998,6.4000001,4.69999981,4173,7.5,15764,5.9000001,55,29.5,67.6885376,1.35837293,32.0590858,1.14612803567824
"Gaines","TX",NA,NA,9,14123,8.5,5.30000019,3.9000001,2558,9.89999962,25303,3,27.7999992,54.4000015,73.4829712,2.36493659,27.8481903,1
"Galveston","TX",3362,2920,572,217399,16.5,6.5,4,8371,19.2999992,35403,0.100000001,42.7999992,34.7000008,75.5339279,17.5502186,41.5098495,2.75815462196739
"Garza","TX",NA,NA,6,5143,-7,8.5,7.69999981,2856,9.80000019,23225,6.5,29.6000004,52,89.2086334,6.37760067,36.7100906,0.845098040014257
"Gillespie","TX",NA,NA,17,17204,30.7999992,13.3000002,11.1000004,1958,17.1000004,27773,9.60000038,19.1000004,56.2999992,94.8907242,0.197628453,48.6631012,1.25527250510331
"Glasscock","TX",NA,NA,2,1447,10.6999998,3.5,2.5,542,9.80000019,33068,25.1000004,17.3999996,66,79.8894272,0,39.6682777,0.477121254719662
"Goliad","TX",NA,NA,7,5980,16.2999992,9.80000019,7.19999981,540,9.89999962,24363,7.80000019,37.7999992,43.7000008,82.826088,6.80602026,47.3411369,0.903089986991944
"Gonzales","TX",NA,NA,16,17205,0.899999976,9.30000019,8.39999962,3164,8.5,21175,9.69999981,36.0999985,45,75.7047348,9.97384453,32.2987518,1.23044892137827
"Gray","TX",NA,NA,25,23967,-11.1999998,9.19999981,8.19999981,6300,11.8999996,29499,0.800000012,23.3999996,58.9000015,89.9820557,3.75099087,43.2761726,1.41497334797082
"Grayson","TX",7640,NA,102,95021,5.9000001,8.80000019,7.5,6662,14,30114,2,32.7000008,32.0999985,90.0358887,6.90899897,40.3405571,2.01283722470517
"Gregg","TX",4420,NA,394,104948,8.5,7.30000019,6,8566,17.7000008,30969,0.300000012,30.6000004,49.0999985,78.0224457,18.9970264,39.8568802,2.59659709562646
"Grimes","TX",NA,NA,24,18828,42.7000008,7.5999999,6.0999999,4134,8.60000038,24417,6.19999981,41.7000008,38.5999985,68.4034424,24.5060539,33.0199699,1.39794000867204
"Guadalupe","TX",7240,NA,94,64873,42.5999985,7.19999981,4.80000019,4203,13.8999996,30340,2.9000001,28.3999996,46.7999992,81.6179276,5.64949989,35.6388626,1.97772360528885
"Hale","TX",NA,NA,35,34671,-6.30000019,6.80000019,5.5999999,5623,12.6999998,24067,2.70000005,27,59.5999985,68.7116013,5.34164,29.5174637,1.55630250076729
"Hall","TX",NA,NA,4,3905,-32.2000008,12.6000004,13.8000002,1204,8.69999981,19703,4.9000001,47.7999992,36.7999992,74.4686279,7.75928307,43.8924446,0.698970004336019
"Hamilton","TX",NA,NA,9,7733,-10.3000002,12.3000002,14.8999996,2659,12.3999996,23137,15.6999998,33.7999992,37.7999992,95.5515289,0.0258631837,42.1440582,1
"Hansford","TX",NA,NA,6,5848,-9.5,7.0999999,5.69999981,2261,15.3000002,30351,0.600000024,14.3999996,69.0999985,82.4384384,0,41.0909729,0.845098040014257
"Hardeman","TX",NA,NA,7,5283,-22,11.3000002,11.8000002,2633,11,24705,3.70000005,49.2999992,31.7000008,83.7970886,6.0760932,36.6458435,0.903089986991944
"Hardin","TX",840,NA,49,41320,6.80000019,6.9000001,4.80000019,2261,9.69999981,29427,0.300000012,40.2000008,35,90.7187805,8.43417263,40.6413345,1.69897000433602
"Harris","TX",3362,3360,1719,2818199,23.2999992,4.4000001,2.70000005,8807,25.3999996,36404,0,38.2000008,43.0999985,64.7270508,19.2030449,33.4592056,3.23552844690755
"Harrison","TX",4420,NA,64,57483,9.30000019,7.5,6,4594,12.6999998,26610,1.89999998,42,38.5,70.2590332,27.900423,39.4603615,1.81291335664286
"Hartley","TX",NA,NA,3,3634,-8.19999981,8,7.5999999,2264,19.7000008,33378,8.39999962,22.6000004,60.2000008,96.5877838,0.24766098,49.4496422,0.602059991327962
"Haskell","TX",NA,NA,7,6820,-14.1999998,12.5,12.1000004,1551,9,24607,7.69999981,50.4000015,29.8999996,80.3665695,3.57771254,41.8328438,0.903089986991944
"Hays","TX",640,NA,101,65614,68.5999985,4.69999981,3.29999995,4532,26.3999996,34604,1.39999998,39.7999992,36.7000008,84.3722382,3.38342428,41.5566788,2.00860017176192
"Hemphill","TX",NA,NA,4,3720,-34.4000015,6.4000001,6.80000019,1342,12.3000002,32094,5.5,28.2000008,58.2000008,94.1666641,0.188172042,45.698925,0.698970004336019
"Henderson","TX",1922,1920,68,58543,40.4000015,12.1000004,7.0999999,4449,10.3000002,24550,2.70000005,37.5,34.5,89.1925583,8.1222353,41.4413338,1.83884909073726
"Hidalgo","TX",4880,NA,268,383545,48.5999985,6.0999999,4,6844,11.5,17619,0.899999976,58.0999985,30.6000004,74.7912216,0.210144833,22.985569,2.42975228000241
"Hill","TX",NA,NA,28,27146,9.19999981,11,9.89999962,4477,10.6999998,25166,6.80000019,37.9000015,35.4000015,87.1914825,9.28313541,38.2229424,1.46239799789896
"Hockley","TX",NA,NA,27,24199,5.80000019,5.9000001,4.69999981,3322,12.3999996,27280,3.79999995,29.2000008,54.2000008,78.2553024,4.22744751,32.5137405,1.44715803134222
"Hood","TX",1922,2800,74,28981,75.5,10.6000004,5.5,3453,15.1999998,36780,2,30.7999992,37.5,96.8013535,0.179427907,48.866497,1.8750612633917
"Hopkins","TX",NA,NA,37,28833,14.5,8.5,7.80000019,4486,11.1999998,25203,8.5,38.4000015,31.8999996,88.0276108,8.58738232,36.9125671,1.57978359661681
"Houston","TX",NA,NA,17,21375,-4.4000001,9.80000019,9.39999962,3033,10.1000004,23546,5.80000019,40.5,38.2000008,67.2421036,29.5953217,37.5204697,1.25527250510331
"Howard","TX",NA,NA,36,32343,-3,8.5,6,3939,11.8000002,27312,1.20000005,34.4000015,47.2000008,78.1683807,3.78752732,33.6177826,1.56820172406699
"Hudspeth","TX",NA,NA,1,2915,8.69999981,5.5999999,4.5,571,8,16318,1,41.9000015,37.4000015,80.4459686,0.514579773,29.8113213,0.301029995663981
"Hunt","TX",1922,1920,77,64343,17.6000004,7.80000019,6.30000019,9356,15.8999996,30550,2.5,30.2000008,39.5,86.5750732,10.5714684,38.3103065,1.89209460269048
"Hutchinson","TX",NA,NA,29,25689,-3.5999999,9,6,3347,13,31965,1,26,55.4000015,88.2128525,2.6353693,42.3838997,1.47712125471966
"Irion","TX",NA,NA,2,1629,16.8999996,7.4000001,5.80000019,2465,13.8000002,26349,10.1000004,30.7999992,34.0999985,98.7722549,0.122774705,51.0128899,0.477121254719662
"Jack","TX",NA,NA,7,6981,-8.60000038,9.5,9.30000019,2286,11,27389,6.5,37.5,31.1000004,96.6623688,0.730554342,47.9444199,0.903089986991944
"Jackson","TX",NA,NA,16,13039,-3.0999999,9.5,7.5999999,2380,10.1999998,25660,4.9000001,33.4000015,47.5999985,83.2655869,9.3412075,39.5122337,1.23044892137827
"Jasper","TX",NA,NA,33,31102,1.70000005,9.30000019,6.9000001,2534,8.30000019,24252,1.70000005,46.7999992,32,79.5768738,18.8669548,38.8624535,1.53147891704226
"Jeff Davis","TX",NA,NA,1,1946,16.2999992,11.1000004,7.9000001,403,25.1000004,21589,3.5,36.5999985,41.0999985,85.8684464,0.359712243,45.0154152,0.301029995663981
"Jefferson","TX",840,NA,269,239397,-2.20000005,8.10000038,5.9000001,8866,15.5,31025,0.200000003,50.7000008,31,64.4423294,31.0830956,39.9098587,2.43136376415899
"Jim Hogg","TX",NA,NA,4,5109,-1.70000005,7.30000019,6.30000019,901,11.1999998,17234,2.70000005,72,22.7000008,85.633194,0.0782932118,41.2996674,0.698970004336019
"Jim Wells","TX",NA,NA,44,37679,4.80000019,6.5999999,5.0999999,4506,9.39999962,20694,2.79999995,62.2000008,26.3999996,75.6495667,0.578571618,33.3368721,1.65321251377534
"Johnson","TX",1922,2800,137,97165,48.0999985,5.80000019,4.5999999,4008,11.5,33765,2.4000001,32.2999992,36.2000008,92.9635162,2.59455562,38.2874489,2.13987908640124
"Jones","TX",NA,NA,17,16490,-9.30000019,9.69999981,9.19999981,3064,10.8999996,23418,4.0999999,40.5,35.2000008,83.6021805,4.03881121,35.9733162,1.25527250510331
"Karnes","TX",NA,NA,16,12455,-10.3999996,9.60000038,8.30000019,684,8.89999962,18681,7,40.4000015,42.2999992,76.6599731,2.90646338,37.7358475,1.23044892137827
"Kaufman","TX",1922,1920,69,52220,39.4000015,6.5999999,5.30000019,5250,10.8999996,31348,3.4000001,34.0999985,34.5,81.9800873,13.9697437,36.499424,1.84509804001426
"Kendall","TX",NA,NA,24,14589,48.7999992,8.69999981,7.5,3879,19.8999996,33942,4.80000019,18.7000008,56.5999985,93.7829895,0.397559792,50.4078407,1.39794000867204
